field_name,fcr,publication_count
Earth Sciences,11.47,2
Earth Sciences,2.21,2
Earth Sciences,29.19,1
Earth Sciences,9.04,5
Earth Sciences,23.95,2
Earth Sciences,7.38,9
Earth Sciences,6.79,4
Earth Sciences,11.33,2
Earth Sciences,14.47,3
Earth Sciences,127.57,1
Earth Sciences,27.22,1
Earth Sciences,15.92,3
Earth Sciences,0.63,14
Earth Sciences,6.71,2
Earth Sciences,7.76,7
Earth Sciences,4.18,13
Earth Sciences,14.77,8
Earth Sciences,3.5,3
Earth Sciences,4.2,6
Earth Sciences,14.32,2
Earth Sciences,21.61,1
Earth Sciences,6.77,1
Earth Sciences,4.59,11
Earth Sciences,49.36,1
Earth Sciences,24.84,3
Earth Sciences,6.85,4
Earth Sciences,16.55,4
Earth Sciences,3.03,3
Earth Sciences,9.66,1
Earth Sciences,3.69,12
Earth Sciences,1.01,3
Earth Sciences,31.05,4
Earth Sciences,1.76,21
Earth Sciences,14.13,5
Earth Sciences,8.9,2
Earth Sciences,6.06,5
Earth Sciences,8.11,2
Earth Sciences,7.04,4
Earth Sciences,4.44,13
Earth Sciences,18.25,6
Earth Sciences,18.05,3
Earth Sciences,30.43,4
Earth Sciences,11.62,4
Earth Sciences,6.98,3
Earth Sciences,23.86,3
Earth Sciences,4.6,4
Earth Sciences,17.55,2
Earth Sciences,29.64,2
Earth Sciences,6.64,1
Earth Sciences,7.13,6
Earth Sciences,56.74,1
Earth Sciences,18.66,2
Earth Sciences,5.42,7
Earth Sciences,13.27,2
Earth Sciences,7.92,4
Earth Sciences,18.0,2
Earth Sciences,7.28,4
Earth Sciences,23.57,2
Earth Sciences,35.2,2
Earth Sciences,5.98,3
Earth Sciences,14.18,8
Earth Sciences,2.98,6
Earth Sciences,87.48,1
Earth Sciences,11.66,2
Earth Sciences,70.19,1
Earth Sciences,24.03,1
Earth Sciences,13.3,3
Earth Sciences,9.62,1
Earth Sciences,8.27,8
Earth Sciences,8.32,6
Earth Sciences,8.78,2
Earth Sciences,10.3,4
Earth Sciences,6.35,8
Earth Sciences,13.46,1
Earth Sciences,4.04,5
Earth Sciences,9.97,1
Earth Sciences,16.96,1
Earth Sciences,38.09,1
Earth Sciences,5.68,4
Earth Sciences,10.05,2
Earth Sciences,22.81,1
Earth Sciences,37.32,1
Earth Sciences,14.75,3
Earth Sciences,14.69,2
Earth Sciences,11.94,1
Earth Sciences,11.97,1
Earth Sciences,4.86,3
Earth Sciences,6.68,4
Earth Sciences,4.53,2
Earth Sciences,54.98,1
Earth Sciences,31.36,1
Earth Sciences,35.63,1
Earth Sciences,22.31,1
Earth Sciences,0.2,12
Earth Sciences,28.0,1
Earth Sciences,30.35,1
Earth Sciences,55.53,1
Earth Sciences,34.02,1
Earth Sciences,11.24,5
Earth Sciences,29.54,1
Earth Sciences,24.72,1
Earth Sciences,12.14,2
Earth Sciences,21.67,1
Earth Sciences,4.19,4
Earth Sciences,27.77,1
Earth Sciences,8.48,2
Earth Sciences,34.5,2
Earth Sciences,10.62,2
Earth Sciences,4.87,4
Earth Sciences,19.46,2
Earth Sciences,42.89,1
Earth Sciences,35.98,1
Earth Sciences,17.96,2
Earth Sciences,6.55,3
Earth Sciences,7.03,5
Earth Sciences,122.06,1
Earth Sciences,10.87,2
Earth Sciences,24.15,2
Earth Sciences,5.9,1
Earth Sciences,21.68,1
Earth Sciences,22.64,1
Earth Sciences,16.34,5
Earth Sciences,32.37,1
Earth Sciences,6.73,2
Earth Sciences,12.76,5
Earth Sciences,17.23,1
Earth Sciences,44.58,1
Earth Sciences,16.37,2
Earth Sciences,14.24,3
Earth Sciences,13.0,2
Earth Sciences,95.5,1
Earth Sciences,3.59,4
Earth Sciences,122.68,1
Earth Sciences,20.36,1
Earth Sciences,6.53,1
Earth Sciences,153.52,1
Earth Sciences,15.13,2
Earth Sciences,8.92,2
Earth Sciences,22.13,1
Earth Sciences,41.58,2
Earth Sciences,5.51,8
Earth Sciences,15.69,1
Earth Sciences,56.01,1
Earth Sciences,8.95,2
Earth Sciences,11.1,1
Earth Sciences,15.42,1
Earth Sciences,29.42,2
Earth Sciences,13.65,1
Earth Sciences,17.89,1
Earth Sciences,5.96,2
Earth Sciences,30.14,1
Earth Sciences,2.0,2
Earth Sciences,31.56,3
Earth Sciences,21.79,2
Earth Sciences,6.23,4
Earth Sciences,9.94,2
Earth Sciences,10.38,1
Earth Sciences,7.93,2
Earth Sciences,7.72,1
Earth Sciences,62.81,1
Earth Sciences,8.47,2
Earth Sciences,15.51,1
Earth Sciences,8.74,2
Earth Sciences,22.82,1
Earth Sciences,261.75,1
Earth Sciences,6.7,4
Earth Sciences,26.7,1
Earth Sciences,38.84,1
Earth Sciences,73.34,1
Earth Sciences,59.53,1
Earth Sciences,35.13,1
Earth Sciences,10.95,2
Earth Sciences,24.6,1
Earth Sciences,50.48,1
Earth Sciences,8.52,2
Earth Sciences,119.81,1
Earth Sciences,20.17,1
Earth Sciences,9.52,1
Earth Sciences,60.47,1
Earth Sciences,13.17,2
Earth Sciences,16.26,3
Earth Sciences,16.35,1
Earth Sciences,18.82,2
Earth Sciences,33.47,1
Earth Sciences,29.98,2
Earth Sciences,70.83,1
Earth Sciences,44.76,1
Earth Sciences,26.89,2
Earth Sciences,10.19,1
Earth Sciences,31.06,1
Earth Sciences,20.06,1
Earth Sciences,27.86,1
Earth Sciences,9.9,1
Earth Sciences,55.54,1
Earth Sciences,36.48,1
Earth Sciences,23.16,1
Earth Sciences,63.28,1
Earth Sciences,9.42,1
Earth Sciences,59.09,1
Earth Sciences,7.65,4
Earth Sciences,8.85,1
Earth Sciences,14.65,1
Earth Sciences,34.08,1
Earth Sciences,14.07,1
Earth Sciences,30.17,1
Earth Sciences,14.58,1
Earth Sciences,31.72,1
Earth Sciences,25.44,1
Earth Sciences,26.13,1
Earth Sciences,527.21,1
Earth Sciences,23.7,1
Earth Sciences,55.0,1
Earth Sciences,13.13,1
Earth Sciences,23.23,1
Earth Sciences,41.42,1
Earth Sciences,32.56,1
Earth Sciences,13.71,1
Earth Sciences,28.71,1
Earth Sciences,33.06,1
Earth Sciences,41.2,1
Earth Sciences,41.4,1
Earth Sciences,51.52,1
Earth Sciences,29.96,2
Earth Sciences,41.53,1
Earth Sciences,21.18,1
Earth Sciences,20.8,1
Earth Sciences,25.28,1
Earth Sciences,31.67,2
Earth Sciences,11.15,3
Earth Sciences,17.63,2
Earth Sciences,18.17,1
Earth Sciences,160.44,1
Earth Sciences,11.19,2
Earth Sciences,6.96,1
Earth Sciences,28.63,1
Earth Sciences,18.69,1
Earth Sciences,9.36,1
Earth Sciences,10.58,1
Earth Sciences,50.99,1
Earth Sciences,13.94,1
Earth Sciences,60.94,1
Earth Sciences,19.77,1
Earth Sciences,0.27,118
Earth Sciences,0.43,764
Earth Sciences,0.58,17
Earth Sciences,0.56,244
Earth Sciences,1.73,105
Earth Sciences,17.34,4
Earth Sciences,1.12,193
Earth Sciences,4.66,7
Earth Sciences,1.58,69
Earth Sciences,7.21,4
Earth Sciences,5.97,6
Earth Sciences,1.77,19
Earth Sciences,5.53,26
Earth Sciences,12.62,5
Earth Sciences,0.96,141
Earth Sciences,3.48,64
Earth Sciences,15.6,1
Earth Sciences,4.39,19
Earth Sciences,8.03,16
Earth Sciences,4.48,98
Earth Sciences,13.95,6
Earth Sciences,3.14,8
Earth Sciences,4.45,10
Earth Sciences,60.83,1
Earth Sciences,5.54,6
Earth Sciences,1.68,170
Earth Sciences,2.81,116
Earth Sciences,6.95,17
Earth Sciences,1.06,78
Earth Sciences,13.83,10
Earth Sciences,5.6,1
Earth Sciences,0.73,18
Earth Sciences,25.08,2
Earth Sciences,2.57,72
Earth Sciences,8.87,4
Earth Sciences,1.21,21
Earth Sciences,5.25,6
Earth Sciences,4.15,41
Earth Sciences,3.1,3
Earth Sciences,11.64,20
Earth Sciences,5.47,21
Earth Sciences,10.27,5
Earth Sciences,0.4,60
Earth Sciences,18.36,1
Earth Sciences,8.17,21
Earth Sciences,5.14,38
Earth Sciences,2.3,23
Earth Sciences,15.23,13
Earth Sciences,2.51,59
Earth Sciences,2.2,26
Earth Sciences,1.65,46
Earth Sciences,1.8,6
Earth Sciences,6.75,1
Earth Sciences,7.29,13
Earth Sciences,2.73,31
Earth Sciences,61.2,1
Earth Sciences,6.59,7
Earth Sciences,18.88,1
Earth Sciences,10.98,2
Earth Sciences,3.77,12
Earth Sciences,32.36,2
Earth Sciences,2.05,46
Earth Sciences,1.62,25
Earth Sciences,41.15,2
Earth Sciences,0.62,9
Earth Sciences,4.17,34
Earth Sciences,2.33,12
Earth Sciences,2.19,12
Earth Sciences,4.49,125
Earth Sciences,0.97,18
Earth Sciences,5.31,6
Earth Sciences,5.61,52
Earth Sciences,6.92,22
Earth Sciences,18.44,1
Earth Sciences,0.38,35
Earth Sciences,6.17,35
Earth Sciences,8.42,25
Earth Sciences,5.21,48
Earth Sciences,1.24,22
Earth Sciences,62.57,1
Earth Sciences,4.89,6
Earth Sciences,3.89,3
Earth Sciences,25.97,1
Earth Sciences,2.95,30
Earth Sciences,0.48,54
Earth Sciences,4.82,28
Earth Sciences,5.57,9
Earth Sciences,5.65,32
Earth Sciences,3.13,2
Earth Sciences,11.53,3
Earth Sciences,11.56,9
Earth Sciences,3.43,19
Earth Sciences,42.86,1
Earth Sciences,16.95,6
Earth Sciences,31.43,3
Earth Sciences,19.79,1
Earth Sciences,6.08,51
Earth Sciences,0.7,33
Earth Sciences,10.28,3
Earth Sciences,11.22,5
Earth Sciences,13.72,5
Earth Sciences,5.88,40
Earth Sciences,12.51,1
Earth Sciences,3.62,27
Earth Sciences,11.31,2
Earth Sciences,13.18,1
Earth Sciences,5.17,6
Earth Sciences,6.61,15
Earth Sciences,7.23,9
Earth Sciences,0.52,17
Earth Sciences,5.82,6
Earth Sciences,26.0,1
Earth Sciences,20.74,1
Earth Sciences,22.91,1
Earth Sciences,2.08,6
Earth Sciences,3.46,56
Earth Sciences,2.49,14
Earth Sciences,49.72,1
Earth Sciences,0.74,44
Earth Sciences,15.41,3
Earth Sciences,8.35,5
Earth Sciences,5.48,5
Earth Sciences,8.51,5
Earth Sciences,0.3,44
Earth Sciences,9.5,3
Earth Sciences,3.84,14
Earth Sciences,3.16,33
Earth Sciences,9.05,6
Earth Sciences,4.29,9
Earth Sciences,11.07,4
Earth Sciences,2.55,21
Earth Sciences,15.03,2
Earth Sciences,5.91,12
Earth Sciences,68.65,1
Earth Sciences,3.68,8
Earth Sciences,14.23,3
Earth Sciences,8.98,15
Earth Sciences,4.54,9
Earth Sciences,6.26,4
Earth Sciences,6.19,10
Earth Sciences,0.86,5
Earth Sciences,3.31,4
Earth Sciences,6.01,5
Earth Sciences,4.51,7
Earth Sciences,15.1,2
Earth Sciences,1.22,3
Earth Sciences,40.86,1
Earth Sciences,5.8,9
Earth Sciences,20.34,2
Earth Sciences,14.0,1
Earth Sciences,24.77,4
Earth Sciences,49.4,1
Earth Sciences,14.36,3
Earth Sciences,4.25,15
Earth Sciences,25.24,5
Earth Sciences,4.8,13
Earth Sciences,9.06,4
Earth Sciences,33.89,2
Earth Sciences,1.85,14
Earth Sciences,2.93,12
Earth Sciences,12.13,1
Earth Sciences,2.5,6
Earth Sciences,3.88,4
Earth Sciences,16.08,6
Earth Sciences,11.51,1
Earth Sciences,2.76,12
Earth Sciences,19.7,7
Earth Sciences,16.28,3
Earth Sciences,2.45,14
Earth Sciences,123.84,1
Earth Sciences,9.71,2
Earth Sciences,8.97,4
Earth Sciences,7.94,5
Earth Sciences,0.78,11
Earth Sciences,12.11,3
Earth Sciences,10.41,1
Earth Sciences,7.83,1
Earth Sciences,5.66,6
Earth Sciences,12.31,2
Earth Sciences,4.41,2
Earth Sciences,7.79,4
Earth Sciences,9.59,3
Earth Sciences,4.63,4
Earth Sciences,17.79,2
Earth Sciences,89.86,1
Earth Sciences,19.76,1
Earth Sciences,0.33,34
Earth Sciences,5.89,12
Earth Sciences,2.62,13
Earth Sciences,3.75,4
Earth Sciences,5.64,9
Earth Sciences,3.73,8
Earth Sciences,10.44,2
Earth Sciences,14.71,5
Earth Sciences,2.16,7
Earth Sciences,0.22,3
Earth Sciences,3.66,4
Earth Sciences,23.65,1
Earth Sciences,12.48,3
Earth Sciences,32.14,1
Earth Sciences,4.5,4
Earth Sciences,1.56,5
Earth Sciences,6.46,4
Earth Sciences,12.01,2
Earth Sciences,3.3,10
Earth Sciences,8.1,2
Earth Sciences,5.87,4
Earth Sciences,8.55,4
Earth Sciences,19.93,1
Earth Sciences,201.62,1
Earth Sciences,75.03,2
Earth Sciences,14.26,1
Earth Sciences,7.48,4
Earth Sciences,17.22,1
Earth Sciences,9.09,3
Earth Sciences,12.32,2
Earth Sciences,4.95,2
Earth Sciences,109.8,1
Earth Sciences,13.19,1
Earth Sciences,5.81,4
Earth Sciences,14.94,1
Earth Sciences,19.85,1
Earth Sciences,16.4,2
Earth Sciences,12.16,1
Earth Sciences,4.98,4
Earth Sciences,4.05,4
Earth Sciences,167.75,1
Earth Sciences,35.14,1
Earth Sciences,30.18,1
Earth Sciences,215.07,1
Earth Sciences,56.05,1
Earth Sciences,107.23,1
Earth Sciences,22.39,5
Earth Sciences,10.91,2
Earth Sciences,32.5,1
Earth Sciences,11.13,1
Earth Sciences,9.28,2
Earth Sciences,6.18,3
Earth Sciences,51.79,1
Earth Sciences,9.19,5
Earth Sciences,31.07,1
Earth Sciences,8.15,2
Earth Sciences,10.85,4
Earth Sciences,12.07,1
Earth Sciences,18.2,1
Earth Sciences,29.34,1
Earth Sciences,42.99,1
Earth Sciences,20.33,2
Earth Sciences,10.97,2
Earth Sciences,1.46,5
Earth Sciences,9.86,2
Earth Sciences,11.74,1
Earth Sciences,24.8,1
Earth Sciences,15.26,2
Earth Sciences,11.79,11
Earth Sciences,33.54,1
Earth Sciences,18.34,1
Earth Sciences,34.58,2
Earth Sciences,17.16,3
Earth Sciences,6.32,2
Earth Sciences,10.01,2
Earth Sciences,12.95,1
Earth Sciences,40.11,1
Earth Sciences,15.8,7
Earth Sciences,8.01,1
Earth Sciences,10.7,2
Earth Sciences,59.24,1
Earth Sciences,4.13,6
Earth Sciences,15.35,1
Earth Sciences,8.73,2
Earth Sciences,112.04,1
Earth Sciences,18.21,1
Earth Sciences,11.6,1
Earth Sciences,15.3,1
Earth Sciences,9.88,3
Earth Sciences,61.89,1
Earth Sciences,8.82,1
Earth Sciences,44.67,1
Earth Sciences,9.01,4
Earth Sciences,17.0,1
Earth Sciences,17.25,1
Earth Sciences,10.78,1
Earth Sciences,8.67,7
Earth Sciences,31.82,1
Earth Sciences,78.14,1
Earth Sciences,37.03,1
Earth Sciences,14.86,3
Earth Sciences,25.11,1
Earth Sciences,13.74,1
Earth Sciences,5.75,2
Earth Sciences,105.27,1
Earth Sciences,9.44,3
Earth Sciences,13.57,2
Earth Sciences,7.19,3
Earth Sciences,1.83,4
Earth Sciences,18.47,2
Earth Sciences,4.91,4
Earth Sciences,4.03,4
Earth Sciences,73.65,1
Earth Sciences,16.84,2
Earth Sciences,52.3,1
Earth Sciences,5.67,1
Earth Sciences,22.98,2
Earth Sciences,24.92,1
Earth Sciences,42.24,1
Earth Sciences,42.07,2
Earth Sciences,25.72,1
Earth Sciences,27.43,1
Earth Sciences,6.67,2
Earth Sciences,6.66,3
Earth Sciences,8.68,1
Earth Sciences,14.28,1
Earth Sciences,12.25,1
Earth Sciences,15.27,2
Earth Sciences,73.87,1
Earth Sciences,11.8,2
Earth Sciences,37.35,1
Earth Sciences,39.07,1
Earth Sciences,27.5,1
Earth Sciences,69.65,1
Earth Sciences,28.68,3
Earth Sciences,17.45,1
Earth Sciences,41.85,1
Earth Sciences,135.38,1
Earth Sciences,34.9,1
Earth Sciences,36.28,1
Earth Sciences,31.77,1
Earth Sciences,34.35,1
Earth Sciences,5.77,2
Earth Sciences,29.24,1
Earth Sciences,16.8,1
Earth Sciences,58.32,1
Earth Sciences,94.25,1
Earth Sciences,4.69,2
Earth Sciences,23.03,1
Earth Sciences,386.33,1
Earth Sciences,62.93,2
Earth Sciences,41.41,1
Earth Sciences,48.64,1
Earth Sciences,13.99,1
Earth Sciences,86.79,1
Earth Sciences,109.61,1
Earth Sciences,16.46,1
Earth Sciences,78.45,1
Earth Sciences,151.79,1
Earth Sciences,23.21,1
Earth Sciences,14.82,2
Earth Sciences,8.77,4
Earth Sciences,21.28,1
Earth Sciences,33.74,1
Earth Sciences,181.53,1
Earth Sciences,47.57,1
Earth Sciences,31.9,1
Earth Sciences,126.39,1
Earth Sciences,70.88,1
Earth Sciences,26.73,3
Earth Sciences,11.83,1
Earth Sciences,43.78,1
Earth Sciences,20.66,1
Earth Sciences,62.24,1
Earth Sciences,10.15,1
Earth Sciences,24.97,1
Earth Sciences,36.19,1
Earth Sciences,9.25,1
Earth Sciences,24.89,1
Earth Sciences,23.89,1
Earth Sciences,21.75,1
Earth Sciences,23.45,1
Earth Sciences,11.32,2
Earth Sciences,7.1,2
Earth Sciences,108.57,1
Earth Sciences,14.06,1
Earth Sciences,8.75,1
Earth Sciences,12.55,1
Earth Sciences,8.05,2
Earth Sciences,90.38,1
Earth Sciences,9.7,2
Earth Sciences,31.35,1
Earth Sciences,20.01,1
Earth Sciences,69.96,1
Earth Sciences,26.94,2
Earth Sciences,16.36,1
Earth Sciences,270.39,1
Earth Sciences,21.51,1
Earth Sciences,51.51,1
Earth Sciences,25.39,1
Earth Sciences,239.72,1
Earth Sciences,71.59,1
Earth Sciences,99.93,1
Earth Sciences,56.5,1
Earth Sciences,77.15,1
Earth Sciences,26.82,1
Earth Sciences,37.41,1
Earth Sciences,107.81,1
Earth Sciences,27.95,1
Earth Sciences,45.47,1
Earth Sciences,25.58,1
Earth Sciences,44.64,1
Earth Sciences,5.52,2
Earth Sciences,73.44,1
Earth Sciences,39.48,1
Earth Sciences,50.63,1
Earth Sciences,22.66,1
Earth Sciences,24.43,1
Earth Sciences,44.19,1
Earth Sciences,200.55,1
Earth Sciences,22.62,1
Earth Sciences,328.21,1
Earth Sciences,12.7,1
Earth Sciences,26.52,1
Earth Sciences,7.56,2
Earth Sciences,18.54,1
Earth Sciences,19.6,2
Earth Sciences,234.78,1
Earth Sciences,14.37,1
Earth Sciences,17.7,1
Earth Sciences,16.21,1
Earth Sciences,55.71,1
Earth Sciences,14.57,1
Earth Sciences,25.75,1
Earth Sciences,9.15,1
Earth Sciences,48.23,1
Earth Sciences,20.21,1
Earth Sciences,49.44,1
Earth Sciences,15.28,1
Earth Sciences,24.59,1
Earth Sciences,11.96,1
Earth Sciences,73.01,1
Earth Sciences,54.63,1
Earth Sciences,34.23,1
Earth Sciences,30.07,1
Earth Sciences,161.13,1
Earth Sciences,15.05,1
Economics,15.28,9
Economics,31.66,8
Economics,2.75,157
Economics,7.14,7
Economics,49.48,1
Economics,0.96,3
Economics,36.81,7
Economics,0.33,119
Economics,0.46,560
Economics,4.29,7
Economics,2.3,115
Economics,0.44,43
Economics,0.97,374
Economics,25.59,4
Economics,3.27,13
Economics,4.24,218
Economics,1.13,31
Economics,15.83,16
Economics,24.05,2
Economics,1.2,44
Economics,0.92,330
Economics,0.75,47
Economics,3.59,9
Economics,1.37,66
Economics,8.04,1
Economics,10.7,26
Economics,4.08,6
Economics,0.15,5
Economics,1.22,70
Economics,17.35,4
Economics,3.35,8
Economics,25.07,7
Economics,1.19,193
Economics,7.38,29
Economics,3.56,22
Economics,13.3,6
Economics,5.3,169
Economics,1.89,19
Economics,19.61,13
Economics,1.45,94
Economics,27.64,7
Economics,2.71,12
Economics,10.29,14
Economics,1.28,57
Economics,8.71,19
Economics,1.6,16
Economics,14.67,3
Economics,4.12,53
Economics,8.26,15
Economics,4.13,99
Economics,0.68,28
Economics,5.8,29
Economics,10.98,8
Economics,5.27,31
Economics,17.13,2
Economics,5.12,11
Economics,31.19,1
Economics,1.09,21
Economics,19.74,7
Economics,6.48,11
Economics,18.78,1
Economics,2.2,40
Economics,56.21,2
Economics,0.99,28
Economics,2.98,27
Economics,0.49,78
Economics,6.79,42
Economics,15.73,3
Economics,4.85,68
Economics,18.35,7
Economics,14.06,1
Economics,4.43,6
Economics,11.0,9
Economics,7.41,29
Economics,1.43,19
Economics,13.58,4
Economics,1.95,8
Economics,51.06,1
Economics,16.07,11
Economics,9.71,19
Economics,13.31,15
Economics,11.02,19
Economics,2.46,34
Economics,52.04,3
Economics,9.91,9
Economics,46.18,5
Economics,10.6,60
Economics,10.32,2
Economics,4.99,42
Economics,12.35,11
Economics,5.84,4
Economics,6.19,10
Economics,11.74,3
Economics,0.55,17
Economics,26.03,1
Economics,22.6,7
Economics,8.45,5
Economics,3.07,12
Economics,2.67,125
Economics,35.91,1
Economics,8.33,14
Economics,5.86,2
Economics,1.33,33
Economics,45.21,2
Economics,6.85,21
Economics,115.99,1
Economics,5.82,48
Economics,4.89,20
Economics,0.94,18
Economics,0.34,5
Economics,76.56,1
Economics,3.43,7
Economics,33.0,3
Economics,20.29,1
Economics,4.76,18
Economics,3.41,26
Economics,64.69,2
Economics,5.4,1
Economics,19.72,1
Economics,17.44,3
Economics,35.0,4
Economics,32.81,3
Economics,12.86,17
Economics,20.63,6
Economics,135.78,1
Economics,147.38,1
Economics,5.46,5
Economics,6.12,18
Economics,24.24,2
Economics,35.66,2
Economics,15.81,5
Economics,7.91,10
Economics,11.44,6
Economics,103.42,1
Economics,45.53,1
Economics,1.88,5
Economics,20.18,4
Economics,7.07,15
Economics,5.59,9
Economics,22.47,8
Economics,8.86,4
Economics,22.27,16
Economics,11.26,5
Economics,5.49,11
Economics,8.18,6
Economics,10.09,4
Economics,14.12,10
Economics,122.78,1
Economics,10.12,4
Economics,7.9,14
Economics,24.46,4
Economics,20.42,2
Economics,11.7,5
Economics,154.41,1
Economics,25.45,11
Economics,52.94,1
Economics,45.51,2
Economics,10.55,44
Economics,16.04,2
Economics,3.6,30
Economics,45.84,1
Economics,34.96,5
Economics,89.46,1
Economics,18.98,1
Economics,7.43,7
Economics,7.76,38
Economics,3.98,3
Economics,12.29,10
Economics,63.36,1
Economics,32.88,4
Economics,3.68,4
Economics,6.59,4
Economics,8.81,7
Economics,108.26,1
Economics,6.06,5
Economics,25.73,8
Economics,10.15,6
Economics,25.9,1
Economics,30.81,1
Economics,56.72,1
Economics,17.45,14
Economics,5.57,9
Economics,20.62,5
Economics,5.41,11
Economics,1.91,13
Economics,10.4,6
Economics,13.59,12
Economics,6.03,2
Economics,4.38,1
Economics,4.01,1
Economics,3.23,7
Economics,32.98,6
Economics,14.83,2
Economics,12.92,2
Economics,16.5,24
Economics,28.82,4
Economics,14.57,2
Economics,29.64,1
Economics,44.86,3
Economics,20.38,8
Economics,65.32,1
Economics,36.55,4
Economics,4.48,3
Economics,179.92,1
Economics,108.19,1
Economics,3.76,1
Economics,0.39,3
Economics,2.66,8
Economics,83.14,1
Economics,6.28,11
Economics,32.36,1
Economics,41.7,2
Economics,58.1,2
Economics,35.92,1
Economics,5.7,2
Economics,36.24,2
Economics,78.65,1
Economics,10.76,2
Economics,44.7,2
Economics,32.99,3
Economics,4.91,8
Economics,15.46,5
Economics,22.5,4
Economics,10.06,2
Economics,24.07,3
Economics,2.53,15
Economics,41.47,1
Economics,15.04,4
Economics,85.88,1
Economics,13.48,4
Economics,85.1,1
Economics,21.18,4
Economics,44.54,2
Economics,301.84,1
Economics,26.44,1
Economics,11.42,5
Economics,12.66,3
Economics,19.95,2
Economics,22.32,4
Economics,25.06,2
Economics,76.4,3
Economics,12.24,1
Economics,54.7,2
Economics,14.35,2
Economics,35.67,1
Economics,8.12,1
Economics,24.94,2
Economics,24.76,2
Economics,65.93,1
Economics,3.89,7
Economics,72.08,2
Economics,43.69,3
Economics,0.83,1
Economics,51.88,1
Economics,159.17,1
Economics,3.12,4
Economics,20.31,1
Economics,28.47,3
Economics,16.16,1
Economics,4.86,4
Economics,50.5,2
Economics,7.18,3
Economics,42.41,1
Economics,6.93,4
Economics,4.5,10
Economics,5.32,2
Economics,60.54,1
Economics,2.42,7
Economics,1.27,12
Economics,12.07,5
Economics,1.61,2
Economics,30.46,3
Economics,2.79,6
Economics,36.86,1
Economics,35.75,2
Economics,30.0,1
Economics,47.75,1
Economics,15.86,3
Economics,15.4,2
Economics,12.87,2
Economics,16.09,1
Economics,46.74,1
Economics,63.23,1
Economics,2.37,4
Economics,11.56,5
Economics,16.63,8
Economics,11.46,9
Economics,26.16,1
Economics,62.12,1
Economics,9.52,11
Economics,13.14,4
Economics,92.66,1
Economics,45.3,1
Economics,2.34,8
Economics,140.13,1
Economics,32.52,1
Economics,18.46,1
Economics,20.96,5
Economics,13.76,10
Economics,57.94,1
Economics,226.41,1
Economics,10.18,3
Economics,6.08,2
Economics,14.55,1
Economics,127.21,1
Economics,58.6,1
Economics,4.41,7
Economics,11.01,10
Economics,12.61,1
Economics,81.95,1
Economics,6.45,4
Economics,19.49,1
Economics,57.56,1
Economics,28.63,6
Economics,31.55,1
Economics,4.6,4
Economics,25.36,1
Economics,44.48,1
Economics,93.03,1
Economics,3.62,2
Economics,14.96,1
Economics,47.25,1
Economics,41.73,2
Economics,12.71,1
Economics,36.72,1
Economics,17.68,4
Economics,19.17,2
Economics,24.15,3
Economics,48.6,2
Economics,3.64,8
Economics,53.14,1
Economics,16.2,1
Economics,50.9,2
Economics,34.25,3
Economics,15.19,2
Economics,18.06,1
Economics,21.35,5
Economics,24.98,2
Economics,22.15,3
Economics,71.45,1
Economics,16.06,1
Economics,19.26,5
Economics,49.78,1
Economics,11.41,1
Economics,20.59,1
Economics,7.48,4
Economics,16.61,3
Economics,116.16,1
Economics,8.54,2
Economics,5.33,2
Economics,56.36,2
Economics,60.96,1
Economics,45.6,1
Economics,24.14,1
Economics,13.92,3
Economics,28.26,1
Economics,27.76,2
Economics,74.28,1
Economics,70.47,1
Economics,42.2,1
Economics,6.05,2
Economics,30.42,2
Economics,20.14,1
Economics,17.3,1
Economics,28.53,4
Economics,10.87,3
Economics,1.55,2
Economics,12.58,2
Economics,21.54,1
Economics,32.13,1
Economics,87.44,1
Economics,10.78,1
Economics,178.36,1
Economics,41.25,1
Economics,440.53,1
Economics,12.76,1
Economics,65.43,1
Economics,93.67,2
Economics,72.51,1
Economics,26.15,3
Economics,16.46,1
Economics,35.74,1
Economics,11.04,1
Economics,25.04,1
Economics,10.72,1
Economics,21.37,1
Economics,15.31,3
Economics,12.85,1
Economics,26.27,1
Economics,42.7,3
Economics,1.03,5
Economics,97.38,1
