field_name,fcr,publication_count
Earth Sciences,4.46,10
Earth Sciences,4.06,20
Earth Sciences,3.8,52
Earth Sciences,25.56,1
Earth Sciences,6.31,15
Earth Sciences,6.1,21
Earth Sciences,4.28,2
Earth Sciences,2.69,142
Earth Sciences,36.31,3
Earth Sciences,93.86,1
Earth Sciences,0.6,39
Earth Sciences,6.33,19
Earth Sciences,2.06,13
Earth Sciences,3.12,11
Earth Sciences,3.02,28
Earth Sciences,2.26,44
Earth Sciences,8.72,23
Earth Sciences,0.25,11
Earth Sciences,1.97,30
Earth Sciences,2.46,23
Earth Sciences,1.17,11
Earth Sciences,12.45,10
Earth Sciences,45.06,1
Earth Sciences,5.79,5
Earth Sciences,3.96,10
Earth Sciences,1.89,12
Earth Sciences,1.7,58
Earth Sciences,2.84,24
Earth Sciences,5.99,43
Earth Sciences,3.61,12
Earth Sciences,2.89,59
Earth Sciences,19.71,8
Earth Sciences,27.37,3
Earth Sciences,23.9,7
Earth Sciences,2.85,18
Earth Sciences,2.22,25
Earth Sciences,2.44,15
Earth Sciences,2.9,14
Earth Sciences,3.32,10
Earth Sciences,16.45,2
Earth Sciences,7.52,7
Earth Sciences,8.02,2
Earth Sciences,10.08,1
Earth Sciences,5.1,11
Earth Sciences,88.86,1
Earth Sciences,9.12,18
Earth Sciences,8.14,10
Earth Sciences,3.19,30
Earth Sciences,5.15,6
Earth Sciences,7.3,32
Earth Sciences,4.68,4
Earth Sciences,2.56,17
Earth Sciences,3.98,11
Earth Sciences,8.06,31
Earth Sciences,1.47,9
Earth Sciences,1.81,55
Earth Sciences,17.38,5
Earth Sciences,2.83,29
Earth Sciences,1.49,12
Earth Sciences,2.96,29
Earth Sciences,3.71,7
Earth Sciences,6.72,3
Earth Sciences,3.95,6
Earth Sciences,6.65,11
Earth Sciences,37.34,1
Earth Sciences,10.59,6
Earth Sciences,2.27,28
Earth Sciences,43.04,1
Earth Sciences,4.34,9
Earth Sciences,1.64,24
Earth Sciences,3.79,5
Earth Sciences,10.75,28
Earth Sciences,2.15,15
Earth Sciences,10.64,3
Earth Sciences,16.56,2
Earth Sciences,11.88,4
Earth Sciences,13.43,9
Earth Sciences,7.17,5
Earth Sciences,4.11,6
Earth Sciences,1.05,20
Earth Sciences,22.14,2
Earth Sciences,1.66,22
Earth Sciences,2.65,21
Earth Sciences,14.78,1
Earth Sciences,12.42,1
Earth Sciences,3.38,7
Earth Sciences,12.66,6
Earth Sciences,10.37,6
Earth Sciences,12.3,8
Earth Sciences,28.57,1
Earth Sciences,2.4,17
Earth Sciences,10.57,2
Earth Sciences,9.8,3
Earth Sciences,6.34,5
Earth Sciences,11.63,2
Earth Sciences,2.87,16
Earth Sciences,8.16,3
Earth Sciences,21.11,1
Earth Sciences,17.02,10
Earth Sciences,27.66,2
Earth Sciences,24.9,4
Earth Sciences,3.41,7
Earth Sciences,5.76,12
Earth Sciences,3.86,6
Earth Sciences,6.5,14
Earth Sciences,34.92,3
Earth Sciences,122.4,1
Earth Sciences,35.65,1
Earth Sciences,38.96,1
Earth Sciences,7.58,2
Earth Sciences,66.04,2
Earth Sciences,3.01,17
Earth Sciences,9.08,5
Earth Sciences,20.1,1
Earth Sciences,8.86,4
Earth Sciences,1.39,11
Earth Sciences,18.52,4
Earth Sciences,3.35,7
Earth Sciences,14.34,6
Earth Sciences,7.43,11
Earth Sciences,24.55,2
Earth Sciences,19.27,2
Earth Sciences,17.4,8
Earth Sciences,1.95,7
Earth Sciences,2.41,5
Earth Sciences,26.87,6
Earth Sciences,25.04,2
Earth Sciences,7.22,5
Earth Sciences,7.18,3
Earth Sciences,7.66,1
Earth Sciences,14.51,3
Earth Sciences,3.15,5
Earth Sciences,2.8,11
Earth Sciences,19.89,4
Earth Sciences,5.74,6
Earth Sciences,17.98,11
Earth Sciences,3.06,3
Earth Sciences,5.34,5
Earth Sciences,3.55,6
Earth Sciences,11.44,9
Earth Sciences,14.49,1
Earth Sciences,9.53,3
Earth Sciences,39.27,1
Earth Sciences,71.27,1
Earth Sciences,25.52,2
Earth Sciences,16.19,1
Earth Sciences,10.72,9
Earth Sciences,1.15,11
Earth Sciences,16.25,9
Earth Sciences,10.81,2
Earth Sciences,325.57,1
Earth Sciences,19.86,1
Earth Sciences,9.63,10
Earth Sciences,10.4,8
Earth Sciences,71.9,1
Earth Sciences,28.88,2
Earth Sciences,54.75,1
Earth Sciences,19.63,1
Earth Sciences,1.26,5
Earth Sciences,10.39,2
Earth Sciences,12.84,5
Earth Sciences,11.36,2
Earth Sciences,6.16,4
Earth Sciences,45.3,1
Earth Sciences,6.36,10
Earth Sciences,11.82,5
Earth Sciences,47.37,1
Earth Sciences,1.53,7
Earth Sciences,167.26,1
Earth Sciences,28.66,2
Earth Sciences,7.81,2
Earth Sciences,36.77,1
Earth Sciences,14.33,9
Earth Sciences,10.09,2
Earth Sciences,5.35,8
Earth Sciences,18.39,1
Earth Sciences,57.47,1
Earth Sciences,11.75,1
Earth Sciences,17.24,1
Earth Sciences,17.94,1
Earth Sciences,29.78,1
Earth Sciences,6.09,2
Earth Sciences,20.43,1
Earth Sciences,46.68,1
Earth Sciences,11.5,2
Earth Sciences,2.91,1
Earth Sciences,7.74,1
Earth Sciences,53.81,1
Earth Sciences,21.44,1
Earth Sciences,17.32,2
Earth Sciences,8.7,6
Earth Sciences,42.36,1
Earth Sciences,62.58,1
Earth Sciences,3.64,1
Earth Sciences,81.35,1
Earth Sciences,12.09,4
Earth Sciences,20.88,2
Earth Sciences,16.71,1
Earth Sciences,2.94,5
Earth Sciences,18.58,1
Earth Sciences,6.47,1
Earth Sciences,55.82,1
Earth Sciences,5.29,5
Earth Sciences,8.23,4
Earth Sciences,12.56,4
Earth Sciences,5.73,8
Earth Sciences,6.58,2
Earth Sciences,28.19,1
Earth Sciences,7.0,3
Earth Sciences,6.56,4
Earth Sciences,6.11,4
Earth Sciences,17.66,2
Earth Sciences,14.1,1
Earth Sciences,22.79,1
Earth Sciences,9.18,2
Earth Sciences,114.8,1
Earth Sciences,12.05,2
Earth Sciences,597.83,1
Earth Sciences,8.44,2
Earth Sciences,11.58,1
Earth Sciences,39.63,1
Earth Sciences,3.26,2
Earth Sciences,4.93,3
Earth Sciences,18.62,3
Earth Sciences,5.62,3
Earth Sciences,54.33,1
Earth Sciences,10.56,3
Earth Sciences,33.46,2
Earth Sciences,11.4,2
Earth Sciences,77.0,1
Earth Sciences,42.4,1
Earth Sciences,53.59,1
Earth Sciences,71.82,1
Earth Sciences,2.43,3
Earth Sciences,7.05,7
Earth Sciences,4.83,2
Earth Sciences,6.29,1
Earth Sciences,36.07,2
Earth Sciences,20.42,3
Earth Sciences,6.86,12
Earth Sciences,22.87,1
Earth Sciences,19.64,2
Earth Sciences,4.14,7
Earth Sciences,16.47,2
Earth Sciences,44.18,1
Earth Sciences,64.66,2
Earth Sciences,6.4,6
Earth Sciences,5.85,3
Earth Sciences,31.59,2
Earth Sciences,16.06,1
Earth Sciences,10.45,3
Earth Sciences,21.49,4
Earth Sciences,19.52,1
Earth Sciences,18.35,1
Earth Sciences,23.91,1
Earth Sciences,28.39,2
Earth Sciences,28.5,1
Earth Sciences,47.02,2
Earth Sciences,33.86,1
Earth Sciences,870.64,1
Earth Sciences,103.42,1
Earth Sciences,43.22,1
Earth Sciences,12.28,1
Earth Sciences,11.49,2
Earth Sciences,46.0,1
Earth Sciences,23.46,4
Earth Sciences,5.04,2
Earth Sciences,42.42,1
Earth Sciences,13.62,8
Earth Sciences,12.24,2
Earth Sciences,23.33,1
Earth Sciences,53.34,1
Earth Sciences,29.45,1
Earth Sciences,174.61,1
Earth Sciences,35.17,1
Earth Sciences,17.72,1
Earth Sciences,19.34,1
Earth Sciences,7.5,1
Earth Sciences,5.72,3
Earth Sciences,17.9,1
Earth Sciences,12.27,3
Earth Sciences,18.5,1
Earth Sciences,9.87,4
Earth Sciences,19.69,1
Earth Sciences,24.2,3
Earth Sciences,8.19,1
Earth Sciences,45.62,2
Earth Sciences,47.27,1
Earth Sciences,9.02,2
Earth Sciences,10.74,1
Earth Sciences,17.37,1
Earth Sciences,32.97,1
Earth Sciences,40.8,1
Earth Sciences,15.18,1
Earth Sciences,27.85,1
Earth Sciences,153.23,1
Earth Sciences,15.46,1
Earth Sciences,26.4,1
Earth Sciences,6.9,2
Earth Sciences,9.37,1
Earth Sciences,27.23,1
Earth Sciences,18.72,1
Earth Sciences,12.47,1
Earth Sciences,41.49,3
Earth Sciences,5.55,2
Earth Sciences,6.44,4
Earth Sciences,16.63,3
Earth Sciences,22.33,1
Earth Sciences,25.88,1
Earth Sciences,1135.29,1
Earth Sciences,19.41,1
Earth Sciences,68.03,1
Earth Sciences,371.76,1
Earth Sciences,18.48,2
Earth Sciences,14.02,1
Earth Sciences,43.48,1
Earth Sciences,45.18,1
Earth Sciences,61.4,1
Earth Sciences,37.61,1
Earth Sciences,24.76,2
Earth Sciences,14.29,1
Earth Sciences,22.59,1
Earth Sciences,16.65,1
Earth Sciences,15.44,1
Earth Sciences,29.14,1
Earth Sciences,15.54,1
Earth Sciences,17.5,1
Earth Sciences,137.33,1
Earth Sciences,137.86,1
Earth Sciences,9.27,3
Earth Sciences,77.11,1
Earth Sciences,9.69,1
Earth Sciences,27.8,1
Earth Sciences,12.23,1
Earth Sciences,29.66,1
Earth Sciences,6.24,2
Earth Sciences,49.77,1
Earth Sciences,16.92,1
Earth Sciences,43.59,1
Earth Sciences,42.7,1
Earth Sciences,15.73,2
Earth Sciences,36.72,1
Earth Sciences,9.84,1
Earth Sciences,331.89,1
Earth Sciences,12.43,1
Earth Sciences,18.59,1
Earth Sciences,12.44,1
Earth Sciences,33.09,1
Earth Sciences,229.04,1
Earth Sciences,35.66,1
Earth Sciences,9.39,1
Earth Sciences,11.86,2
Earth Sciences,23.97,1
Earth Sciences,134.04,1
Earth Sciences,25.96,1
Earth Sciences,15.96,1
Earth Sciences,42.45,1
Earth Sciences,10.07,1
Earth Sciences,26.93,1
Earth Sciences,14.25,1
Earth Sciences,177.03,1
Earth Sciences,60.1,1
Earth Sciences,8.28,2
Earth Sciences,8.08,1
Earth Sciences,19.08,1
Earth Sciences,24.35,1
Earth Sciences,15.71,1
Earth Sciences,43.45,1
Earth Sciences,16.58,1
Earth Sciences,19.57,1
Earth Sciences,10.29,1
Earth Sciences,45.87,1
Earth Sciences,23.24,1
Earth Sciences,19.95,1
Earth Sciences,13.24,1
Earth Sciences,14.97,1
Earth Sciences,49.1,1
Earth Sciences,26.27,1
Earth Sciences,25.43,1
Earth Sciences,15.67,1
Earth Sciences,12.65,1
Earth Sciences,45.16,1
Earth Sciences,44.94,1
Earth Sciences,9.2,1
Earth Sciences,25.14,1
Earth Sciences,19.58,1
Earth Sciences,26.68,1
Earth Sciences,22.15,1
Earth Sciences,25.7,1
Earth Sciences,31.81,1
Earth Sciences,22.77,1
Earth Sciences,59.46,1
Earth Sciences,77.91,1
Earth Sciences,11.68,1
Earth Sciences,0.9,535
Earth Sciences,10.21,4
Earth Sciences,40.87,1
Earth Sciences,13.04,5
Earth Sciences,10.83,3
Earth Sciences,1.19,29
Earth Sciences,3.81,84
Earth Sciences,6.52,30
Earth Sciences,0.32,183
Earth Sciences,5.24,16
Earth Sciences,6.42,30
Earth Sciences,7.86,27
Earth Sciences,0.53,103
Earth Sciences,0.44,14
Earth Sciences,8.3,17
Earth Sciences,2.32,6
Earth Sciences,0.41,26
Earth Sciences,23.77,1
Earth Sciences,0.87,430
Earth Sciences,0.23,134
Earth Sciences,1.04,222
Earth Sciences,19.02,5
Earth Sciences,2.63,21
Earth Sciences,3.24,4
Earth Sciences,0.99,16
Earth Sciences,1.9,25
Earth Sciences,0.39,28
Earth Sciences,0.71,83
Earth Sciences,68.47,1
Earth Sciences,10.99,2
Earth Sciences,3.97,8
Earth Sciences,4.23,23
Earth Sciences,3.85,42
Earth Sciences,5.46,24
Earth Sciences,0.68,125
Earth Sciences,13.22,7
Earth Sciences,1.0,12
Earth Sciences,29.11,2
Earth Sciences,16.51,8
Earth Sciences,0.17,5
Earth Sciences,52.18,1
Earth Sciences,10.86,16
Earth Sciences,0.98,44
Earth Sciences,7.91,9
Earth Sciences,9.26,25
Earth Sciences,1.36,53
Earth Sciences,6.54,38
Earth Sciences,36.4,1
Earth Sciences,2.07,98
Earth Sciences,50.64,2
Earth Sciences,8.66,12
Earth Sciences,3.21,51
Earth Sciences,0.79,50
Earth Sciences,32.4,1
Earth Sciences,2.71,43
Earth Sciences,2.42,85
Earth Sciences,7.95,16
Earth Sciences,12.35,6
Earth Sciences,6.76,5
Earth Sciences,9.68,9
Earth Sciences,20.86,5
Earth Sciences,3.11,62
Earth Sciences,1.41,60
Earth Sciences,0.59,21
Earth Sciences,3.49,5
Earth Sciences,22.34,2
Earth Sciences,12.08,4
Earth Sciences,16.93,1
Earth Sciences,48.8,2
Earth Sciences,6.6,7
Earth Sciences,12.79,4
Earth Sciences,53.4,1
Earth Sciences,35.03,4
Earth Sciences,15.49,1
Earth Sciences,6.22,26
Earth Sciences,0.91,71
Earth Sciences,0.94,20
Earth Sciences,31.29,2
Earth Sciences,0.21,13
Earth Sciences,11.41,7
Earth Sciences,2.68,11
Earth Sciences,15.72,4
Earth Sciences,13.16,5
Earth Sciences,4.27,5
Earth Sciences,6.04,12
Earth Sciences,0.14,13
Earth Sciences,9.49,6
Earth Sciences,11.76,6
Earth Sciences,13.48,5
Earth Sciences,3.76,12
Earth Sciences,18.81,5
Earth Sciences,2.72,141
Earth Sciences,2.92,11
Earth Sciences,22.16,4
Earth Sciences,15.56,4
Earth Sciences,6.21,5
Earth Sciences,14.87,6
Earth Sciences,7.7,12
Earth Sciences,3.72,12
Earth Sciences,1.25,20
Earth Sciences,22.61,1
Earth Sciences,0.85,24
Earth Sciences,0.72,29
Earth Sciences,1.75,12
Earth Sciences,2.7,13
Earth Sciences,8.21,7
Earth Sciences,2.88,8
Earth Sciences,20.2,1
Earth Sciences,3.08,18
Earth Sciences,23.29,2
Earth Sciences,19.14,2
Earth Sciences,1.32,21
Earth Sciences,1.45,20
Earth Sciences,13.41,3
Earth Sciences,4.1,34
Earth Sciences,15.39,2
Earth Sciences,9.34,18
Earth Sciences,19.43,2
Earth Sciences,3.4,14
Earth Sciences,11.99,14
Earth Sciences,16.89,5
Earth Sciences,7.26,17
Earth Sciences,11.78,4
Earth Sciences,0.36,16
Earth Sciences,22.47,4
Earth Sciences,0.5,22
Earth Sciences,19.36,3
Earth Sciences,28.24,2
Earth Sciences,5.07,3
Earth Sciences,34.32,2
Earth Sciences,19.5,1
Earth Sciences,23.43,8
Earth Sciences,5.56,4
Earth Sciences,14.62,1
Earth Sciences,6.02,6
Earth Sciences,1.33,21
Earth Sciences,17.95,1
Earth Sciences,4.52,17
Earth Sciences,8.41,2
Earth Sciences,2.82,33
Earth Sciences,5.19,31
Earth Sciences,18.68,3
Earth Sciences,47.82,1
Earth Sciences,16.02,1
Earth Sciences,24.22,2
Earth Sciences,112.7,1
Earth Sciences,0.47,40
Earth Sciences,7.31,6
Earth Sciences,5.69,5
Earth Sciences,17.77,1
Earth Sciences,12.53,15
Earth Sciences,17.53,1
Earth Sciences,60.68,1
Earth Sciences,3.22,11
Earth Sciences,12.74,4
Earth Sciences,10.18,2
Earth Sciences,72.58,1
Earth Sciences,38.65,1
Earth Sciences,5.16,5
Earth Sciences,14.08,2
Earth Sciences,10.66,8
Earth Sciences,11.29,3
Earth Sciences,10.71,4
Earth Sciences,18.98,1
Earth Sciences,7.37,2
Earth Sciences,21.02,3
Earth Sciences,102.78,1
Earth Sciences,3.07,10
Earth Sciences,38.85,1
Earth Sciences,5.33,4
Earth Sciences,2.54,5
Earth Sciences,3.18,17
Earth Sciences,5.84,8
Earth Sciences,3.63,12
Earth Sciences,20.75,1
Earth Sciences,9.11,10
Earth Sciences,26.97,4
Earth Sciences,1.94,9
Earth Sciences,4.81,6
Earth Sciences,14.81,1
Earth Sciences,52.9,1
Earth Sciences,15.15,5
Earth Sciences,14.03,5
Earth Sciences,8.12,7
Earth Sciences,184.47,1
Earth Sciences,8.58,4
Earth Sciences,4.42,5
Earth Sciences,9.96,1
Earth Sciences,3.09,10
Earth Sciences,18.33,7
Earth Sciences,18.57,1
Earth Sciences,17.39,1
Earth Sciences,55.57,1
Earth Sciences,14.59,3
Earth Sciences,68.46,1
Earth Sciences,2.53,14
Earth Sciences,9.07,4
Earth Sciences,20.03,1
Earth Sciences,8.64,8
Earth Sciences,9.51,4
Earth Sciences,12.2,4
Earth Sciences,16.81,1
Earth Sciences,19.97,1
Earth Sciences,19.94,1
Earth Sciences,10.1,13
Earth Sciences,1.55,22
Earth Sciences,19.99,6
Earth Sciences,35.27,1
Earth Sciences,15.52,2
Earth Sciences,16.6,5
Earth Sciences,21.43,1
Earth Sciences,8.2,6
Earth Sciences,0.09,2
Earth Sciences,148.33,1
Earth Sciences,47.61,1
Earth Sciences,89.35,1
Earth Sciences,24.18,1
Earth Sciences,13.91,2
Earth Sciences,23.51,4
Earth Sciences,3.83,8
Earth Sciences,16.5,1
Earth Sciences,12.17,7
Earth Sciences,15.93,2
Earth Sciences,16.05,2
Earth Sciences,6.05,3
Earth Sciences,7.51,5
Earth Sciences,7.67,2
Earth Sciences,8.49,6
Earth Sciences,7.77,1
Earth Sciences,5.02,2
Earth Sciences,18.04,1
Earth Sciences,2.34,5
Earth Sciences,2.99,5
Earth Sciences,44.6,1
Earth Sciences,19.39,1
Earth Sciences,64.53,1
Earth Sciences,22.21,1
Earth Sciences,21.41,2
Earth Sciences,44.26,2
Earth Sciences,14.11,4
Earth Sciences,8.5,5
Earth Sciences,8.38,2
Earth Sciences,6.43,2
Earth Sciences,20.55,2
Earth Sciences,46.85,1
Earth Sciences,7.01,5
Earth Sciences,25.2,3
Earth Sciences,12.8,1
Earth Sciences,124.74,1
Earth Sciences,13.15,1
Earth Sciences,29.55,4
Earth Sciences,7.88,3
Earth Sciences,93.6,1
Earth Sciences,17.09,1
Earth Sciences,33.14,5
Earth Sciences,17.36,1
Earth Sciences,32.69,1
Earth Sciences,5.58,5
Earth Sciences,21.09,1
Earth Sciences,11.16,2
Earth Sciences,14.45,4
Earth Sciences,23.75,1
Earth Sciences,27.71,1
Earth Sciences,33.68,1
Earth Sciences,4.31,5
Earth Sciences,3.47,4
Earth Sciences,65.2,1
Earth Sciences,9.13,5
Earth Sciences,23.0,1
Earth Sciences,5.59,2
Earth Sciences,3.33,8
Earth Sciences,11.61,2
Earth Sciences,19.13,1
Earth Sciences,10.25,6
Earth Sciences,5.93,8
Earth Sciences,5.27,5
Earth Sciences,3.0,11
Earth Sciences,44.3,1
Earth Sciences,168.73,1
Earth Sciences,36.98,1
Earth Sciences,8.37,2
Earth Sciences,4.37,7
Earth Sciences,53.45,2
Earth Sciences,5.18,4
Earth Sciences,7.99,2
Earth Sciences,5.94,1
Earth Sciences,12.92,3
Earth Sciences,16.49,1
Earth Sciences,9.32,2
Earth Sciences,12.99,3
Earth Sciences,30.08,3
Earth Sciences,10.5,1
Earth Sciences,29.84,1
Earth Sciences,73.88,1
Earth Sciences,13.11,5
Earth Sciences,38.07,1
Earth Sciences,19.32,1
Earth Sciences,5.83,2
Earth Sciences,18.91,2
Earth Sciences,10.77,1
Earth Sciences,2.04,5
Earth Sciences,17.82,2
Earth Sciences,21.9,1
Earth Sciences,12.39,1
Earth Sciences,10.94,6
Earth Sciences,10.16,2
Earth Sciences,25.45,1
Earth Sciences,5.11,4
Earth Sciences,24.13,3
Earth Sciences,5.71,1
Earth Sciences,8.88,2
Earth Sciences,4.71,4
Earth Sciences,11.45,1
Earth Sciences,41.5,1
Earth Sciences,13.85,1
Earth Sciences,4.3,5
Earth Sciences,7.41,4
Earth Sciences,199.5,1
Earth Sciences,6.62,3
Earth Sciences,26.64,1
Earth Sciences,3.44,5
Earth Sciences,23.35,1
Earth Sciences,4.61,1
Earth Sciences,74.02,1
Earth Sciences,24.52,4
Earth Sciences,27.24,1
Earth Sciences,24.31,1
Earth Sciences,15.57,1
Earth Sciences,80.43,1
Earth Sciences,5.2,4
Earth Sciences,36.6,1
Earth Sciences,13.51,1
Earth Sciences,8.8,2
Earth Sciences,14.48,1
Earth Sciences,29.74,1
Earth Sciences,19.12,3
Earth Sciences,39.11,1
Earth Sciences,5.06,3
Earth Sciences,13.26,2
Earth Sciences,22.35,1
Earth Sciences,10.51,2
Earth Sciences,11.7,1
Earth Sciences,15.11,2
Earth Sciences,6.3,1
Earth Sciences,83.33,1
Earth Sciences,42.75,1
Earth Sciences,25.19,1
Earth Sciences,21.48,1
Earth Sciences,17.01,1
Earth Sciences,10.04,1
Earth Sciences,16.72,2
Earth Sciences,22.58,1
Earth Sciences,20.53,1
Earth Sciences,26.28,1
Earth Sciences,9.6,1
Earth Sciences,6.93,1
Earth Sciences,9.74,1
Earth Sciences,20.52,1
Earth Sciences,8.81,1
Earth Sciences,53.88,1
Earth Sciences,21.38,1
Earth Sciences,105.1,1
Earth Sciences,30.05,1
Earth Sciences,65.74,1
Earth Sciences,50.6,1
Earth Sciences,20.96,1
Earth Sciences,26.33,3
Earth Sciences,12.85,1
Earth Sciences,24.33,3
Earth Sciences,15.04,3
Earth Sciences,11.21,2
Earth Sciences,13.54,2
Earth Sciences,28.53,1
Earth Sciences,31.22,1
Earth Sciences,14.5,1
Earth Sciences,6.39,1
Earth Sciences,21.89,2
Earth Sciences,14.8,1
Earth Sciences,10.8,2
Earth Sciences,11.65,1
Earth Sciences,45.19,1
Earth Sciences,11.35,1
Earth Sciences,15.59,1
Earth Sciences,7.53,2
Earth Sciences,7.46,2
Earth Sciences,12.04,1
Earth Sciences,32.24,1
Earth Sciences,43.79,1
Earth Sciences,35.32,1
Earth Sciences,13.49,1
Earth Sciences,39.74,1
Earth Sciences,7.33,1
Earth Sciences,54.74,1
Earth Sciences,22.65,1
Earth Sciences,18.78,1
Earth Sciences,16.18,1
Earth Sciences,99.19,1
Earth Sciences,96.92,1
Earth Sciences,34.87,1
Earth Sciences,14.54,1
Earth Sciences,33.63,1
Earth Sciences,27.76,1
Earth Sciences,5.38,4
Earth Sciences,29.76,1
Earth Sciences,130.36,1
Earth Sciences,15.37,1
Earth Sciences,9.48,1
Earth Sciences,14.98,1
Earth Sciences,43.75,1
Earth Sciences,61.8,1
Earth Sciences,28.35,1
Earth Sciences,7.32,2
Earth Sciences,48.86,1
Earth Sciences,5.4,1
Earth Sciences,67.59,1
Earth Sciences,20.3,1
Earth Sciences,48.83,1
Earth Sciences,69.09,1
Earth Sciences,54.29,1
Earth Sciences,22.32,1
Earth Sciences,26.62,1
Earth Sciences,24.06,1
Earth Sciences,11.93,1
Earth Sciences,33.62,1
Earth Sciences,61.32,1
Earth Sciences,98.54,1
Earth Sciences,0.35,504
Earth Sciences,0.54,783
Earth Sciences,0.0,13281
Earth Sciences,1.71,33
Earth Sciences,39.76,3
Earth Sciences,0.34,77
Earth Sciences,5.05,60
Earth Sciences,4.35,64
Earth Sciences,2.28,45
Earth Sciences,3.23,13
Earth Sciences,0.88,34
Earth Sciences,1.6,48
Earth Sciences,3.93,86
Earth Sciences,0.84,37
Earth Sciences,2.02,13
Earth Sciences,3.25,15
Earth Sciences,5.09,13
Earth Sciences,3.39,10
Earth Sciences,1.3,247
Earth Sciences,3.7,20
Earth Sciences,2.25,218
Earth Sciences,0.8,22
Earth Sciences,3.28,21
Earth Sciences,9.85,21
Earth Sciences,1.61,79
Earth Sciences,12.6,14
Earth Sciences,11.09,3
Earth Sciences,6.74,54
Earth Sciences,0.45,102
Earth Sciences,21.25,3
Earth Sciences,4.62,3
Earth Sciences,4.79,25
Earth Sciences,9.99,15
Earth Sciences,17.69,5
Earth Sciences,3.57,18
Earth Sciences,1.23,23
Earth Sciences,3.91,46
Earth Sciences,1.03,35
Earth Sciences,20.6,3
Earth Sciences,12.9,3
Earth Sciences,0.75,16
Earth Sciences,8.89,11
Earth Sciences,21.83,2
Earth Sciences,2.61,98
Earth Sciences,2.74,36
Earth Sciences,8.62,2
Earth Sciences,0.83,11
Earth Sciences,9.17,3
Earth Sciences,6.27,52
Earth Sciences,9.95,16
Earth Sciences,14.15,3
Earth Sciences,12.52,6
Earth Sciences,1.98,13
Earth Sciences,0.16,18
Earth Sciences,7.12,7
Earth Sciences,3.17,17
Earth Sciences,0.37,32
Earth Sciences,30.85,1
Earth Sciences,2.18,141
Earth Sciences,9.56,12
Earth Sciences,19.07,6
Earth Sciences,0.95,25
Earth Sciences,22.41,1
Earth Sciences,0.82,61
Earth Sciences,12.54,19
Earth Sciences,12.21,3
Earth Sciences,15.21,18
Earth Sciences,21.78,4
Earth Sciences,7.78,2
Earth Sciences,6.84,21
Earth Sciences,2.47,27
Earth Sciences,5.78,24
Earth Sciences,1.14,75
Earth Sciences,10.48,5
Earth Sciences,5.7,14
Earth Sciences,13.47,15
Earth Sciences,6.69,4
Earth Sciences,5.28,14
Earth Sciences,0.46,94
Earth Sciences,3.56,24
Earth Sciences,4.94,26
Earth Sciences,0.51,9
Earth Sciences,19.55,2
Earth Sciences,35.96,1
Earth Sciences,30.31,2
Earth Sciences,36.87,1
Earth Sciences,7.96,10
Earth Sciences,1.88,6
Earth Sciences,3.87,23
Earth Sciences,6.38,15
Earth Sciences,0.67,21
Earth Sciences,11.02,2
Earth Sciences,1.35,20
Earth Sciences,3.34,10
Earth Sciences,0.89,29
Earth Sciences,29.5,1
Earth Sciences,13.44,5
Earth Sciences,11.92,3
Earth Sciences,21.23,1
Earth Sciences,2.52,6
Earth Sciences,11.9,1
Earth Sciences,18.76,1
Earth Sciences,1.4,16
Earth Sciences,3.99,10
Earth Sciences,0.77,22
Earth Sciences,11.23,9
Earth Sciences,7.55,3
Earth Sciences,1.2,18
Earth Sciences,0.65,22
Earth Sciences,14.91,3
Earth Sciences,11.39,6
Earth Sciences,1.69,14
Earth Sciences,6.15,10
Earth Sciences,5.43,21
Earth Sciences,8.29,4
Earth Sciences,7.69,11
Earth Sciences,2.36,10
Earth Sciences,6.13,7
Earth Sciences,31.84,1
Earth Sciences,10.92,5
Earth Sciences,18.23,4
Earth Sciences,14.7,3
Earth Sciences,16.94,4
Earth Sciences,1.59,21
Earth Sciences,70.43,1
Earth Sciences,7.45,4
Earth Sciences,2.59,6
Earth Sciences,136.92,1
Earth Sciences,8.96,29
Earth Sciences,8.94,6
Earth Sciences,2.6,6
Earth Sciences,9.67,2
Earth Sciences,8.45,4
Earth Sciences,23.17,6
Earth Sciences,6.49,9
Earth Sciences,34.03,2
Earth Sciences,21.29,7
Earth Sciences,1.99,11
Earth Sciences,4.07,27
Earth Sciences,7.44,2
Earth Sciences,7.2,5
Earth Sciences,7.42,5
Earth Sciences,4.74,8
Earth Sciences,12.58,2
Earth Sciences,1.08,7
Earth Sciences,2.31,9
Earth Sciences,19.05,3
Earth Sciences,62.28,1
Earth Sciences,8.43,5
Earth Sciences,25.34,1
Earth Sciences,21.0,2
Earth Sciences,1.96,18
Earth Sciences,7.89,5
Earth Sciences,22.1,2
Earth Sciences,13.8,3
Earth Sciences,1.78,8
Earth Sciences,20.26,2
Earth Sciences,5.22,1
Earth Sciences,17.52,1
Earth Sciences,13.89,1
Earth Sciences,4.12,23
Earth Sciences,289.41,1
Earth Sciences,7.82,26
Earth Sciences,4.72,4
Earth Sciences,18.4,1
Earth Sciences,13.67,6
Earth Sciences,5.01,19
Earth Sciences,114.45,1
Earth Sciences,1.02,4
Earth Sciences,9.81,17
Earth Sciences,4.4,7
Earth Sciences,7.14,3
Earth Sciences,14.52,5
Earth Sciences,3.2,9
Earth Sciences,4.38,7
Earth Sciences,13.2,1
Earth Sciences,6.07,5
Earth Sciences,7.8,2
